id,Exited
165297,1
165298,1
165299,1
165300,0
165301,1
165302,0
165303,1
165304,0
165305,0
165306,1
165307,1
165308,0
165309,0
165310,1
165311,1
165312,0
165313,0
165314,0
165315,0
165316,1
165317,0
165318,0
165319,1
165320,1
165321,1
165322,1
165323,0
165324,0
165325,1
165326,0
165327,1
165328,0
165329,0
165330,1
165331,0
165332,1
165333,0
165334,0
165335,0
165336,0
165337,0
165338,1
165339,1
165340,1
165341,0
165342,0
165343,0
165344,1
165345,1
165346,1
165347,1
165348,0
165349,0
165350,0
165351,1
165352,0
165353,1
165354,1
165355,1
165356,0
165357,1
165358,1
165359,0
165360,1
165361,0
165362,0
165363,1
165364,0
165365,0
165366,0
165367,1
165368,0
165369,1
165370,0
165371,0
165372,1
165373,0
165374,1
165375,0
165376,0
165377,0
165378,1
165379,0
165380,1
165381,0
165382,0
165383,0
165384,0
165385,1
165386,1
165387,0
165388,0
165389,0
165390,0
165391,0
165392,1
165393,1
165394,1
165395,0
165396,0
165397,0
165398,1
165399,0
165400,1
165401,1
165402,1
165403,0
165404,1
165405,0
165406,1
165407,1
165408,1
165409,0
165410,0
165411,0
165412,0
165413,1
165414,0
165415,0
165416,1
165417,0
165418,0
165419,1
165420,1
165421,0
165422,0
165423,0
165424,0
165425,1
165426,1
165427,1
165428,1
165429,0
165430,1
165431,1
165432,0
165433,1
165434,0
165435,1
165436,0
165437,1
165438,0
165439,0
165440,1
165441,1
165442,0
165443,0
165444,1
165445,1
165446,1
165447,0
165448,1
165449,0
165450,0
165451,0
165452,0
165453,0
165454,1
165455,0
165456,0
165457,0
165458,0
165459,0
165460,1
165461,0
165462,1
165463,1
165464,1
165465,0
165466,0
165467,1
165468,1
165469,1
165470,1
165471,1
165472,0
165473,1
165474,0
165475,1
165476,0
165477,1
165478,1
165479,1
165480,1
165481,0
165482,0
165483,1
165484,0
165485,1
165486,1
165487,1
165488,0
165489,0
165490,1
165491,1
165492,1
165493,1
165494,0
165495,1
165496,0
165497,1
165498,0
165499,0
165500,0
165501,1
165502,0
165503,0
165504,0
165505,1
165506,0
165507,1
165508,1
165509,0
165510,0
165511,1
165512,1
165513,0
165514,1
165515,0
165516,1
165517,1
165518,0
165519,1
165520,1
165521,0
165522,0
165523,1
165524,0
165525,1
165526,0
165527,1
165528,0
165529,0
165530,0
165531,1
165532,1
165533,0
165534,1
165535,1
165536,0
165537,0
165538,1
165539,1
165540,0
165541,0
165542,0
165543,0
165544,0
165545,1
165546,1
165547,0
165548,0
165549,1
165550,1
165551,1
165552,0
165553,1
165554,0
165555,1
165556,0
165557,0
165558,0
165559,0
165560,1
165561,0
165562,0
165563,1
165564,1
165565,1
165566,1
165567,1
165568,1
165569,1
165570,1
165571,0
165572,0
165573,1
165574,1
165575,0
165576,0
165577,0
165578,0
165579,1
165580,0
165581,0
165582,1
165583,0
165584,1
165585,1
165586,1
165587,0
165588,1
165589,1
165590,0
165591,1
165592,0
165593,0
165594,0
165595,1
165596,0
165597,0
165598,0
165599,1
165600,1
165601,0
165602,0
165603,0
165604,0
165605,1
165606,0
165607,1
165608,1
165609,0
165610,1
165611,0
165612,0
165613,1
165614,1
165615,1
165616,0
165617,1
165618,0
165619,0
165620,0
165621,1
165622,1
165623,0
165624,0
165625,1
165626,0
165627,1
165628,0
165629,1
165630,1
165631,0
165632,1
165633,0
165634,0
165635,1
165636,1
165637,0
165638,1
165639,1
165640,0
165641,0
165642,1
165643,1
165644,0
165645,0
165646,1
165647,0
165648,0
165649,0
165650,0
165651,1
165652,1
165653,1
165654,0
165655,0
165656,1
165657,1
165658,1
165659,1
165660,1
165661,0
165662,1
165663,1
165664,1
165665,0
165666,1
165667,0
165668,0
165669,1
165670,1
165671,1
165672,1
165673,0
165674,0
165675,1
165676,1
165677,1
165678,1
165679,0
165680,0
165681,1
165682,0
165683,0
165684,0
165685,1
165686,0
165687,1
165688,1
165689,0
165690,1
165691,0
165692,1
165693,0
165694,0
165695,0
165696,1
165697,0
165698,1
165699,1
165700,1
165701,1
165702,0
165703,1
165704,0
165705,0
165706,1
165707,0
165708,1
165709,1
165710,0
165711,0
165712,0
165713,0
165714,1
165715,0
165716,1
165717,1
165718,0
165719,1
165720,0
165721,1
165722,1
165723,0
165724,1
165725,0
165726,1
165727,1
165728,0
165729,1
165730,0
165731,1
165732,1
165733,1
165734,1
165735,0
165736,1
165737,0
165738,0
165739,1
165740,1
165741,1
165742,0
165743,1
165744,0
165745,0
165746,1
165747,0
165748,0
165749,0
165750,0
165751,1
165752,0
165753,1
165754,1
165755,1
165756,0
165757,1
165758,1
165759,1
165760,1
165761,1
165762,0
165763,1
165764,0
165765,0
165766,1
165767,0
165768,1
165769,1
165770,1
165771,1
165772,1
165773,0
165774,0
165775,0
165776,1
165777,1
165778,1
165779,1
165780,1
165781,1
165782,0
165783,1
165784,0
165785,0
165786,1
165787,0
165788,1
165789,1
165790,0
165791,1
165792,1
165793,0
165794,0
165795,1
165796,0
165797,0
165798,1
165799,1
165800,1
165801,1
165802,0
165803,1
165804,0
165805,1
165806,0
165807,0
165808,0
165809,1
165810,1
165811,0
165812,0
165813,0
165814,0
165815,0
165816,1
165817,0
165818,1
165819,1
165820,1
165821,0
165822,1
165823,0
165824,1
165825,1
165826,1
165827,0
165828,0
165829,1
165830,0
165831,1
165832,0
165833,0
165834,1
165835,0
165836,0
165837,1
165838,0
165839,1
165840,0
165841,1
165842,1
165843,1
165844,0
165845,1
165846,0
165847,0
165848,0
165849,0
165850,1
165851,1
165852,1
165853,0
165854,1
165855,0
165856,0
165857,1
165858,1
165859,0
165860,0
165861,1
165862,0
165863,0
165864,1
165865,1
165866,0
165867,1
165868,0
165869,0
165870,1
165871,1
165872,0
165873,0
165874,0
165875,0
165876,0
165877,1
165878,0
165879,0
165880,1
165881,1
165882,0
165883,0
165884,0
165885,1
165886,0
165887,0
165888,0
165889,0
165890,0
165891,1
165892,0
165893,0
165894,0
165895,1
165896,0
165897,0
165898,0
165899,1
165900,0
165901,1
165902,1
165903,0
165904,0
165905,1
165906,1
165907,1
165908,1
165909,0
165910,1
165911,0
165912,0
165913,1
165914,1
165915,1
165916,1
165917,1
165918,1
165919,0
165920,1
165921,0
165922,1
165923,0
165924,0
165925,1
165926,1
165927,0
165928,1
165929,0
165930,0
165931,1
165932,1
165933,1
165934,1
165935,0
165936,1
165937,1
165938,0
165939,0
165940,1
165941,1
165942,0
165943,1
165944,1
165945,1
165946,1
165947,1
165948,1
165949,0
165950,1
165951,1
165952,1
165953,0
165954,1
165955,0
165956,1
165957,0
165958,0
165959,1
165960,0
165961,1
165962,0
165963,1
165964,0
165965,0
165966,0
165967,0
165968,1
165969,1
165970,1
165971,0
165972,0
165973,0
165974,1
165975,1
165976,1
165977,0
165978,1
165979,0
165980,0
165981,1
165982,1
165983,1
165984,1
165985,1
165986,1
165987,1
165988,0
165989,1
165990,0
165991,0
165992,0
165993,1
165994,1
165995,1
165996,0
165997,1
165998,1
165999,0
166000,1
166001,0
166002,0
166003,0
166004,0
166005,1
166006,0
166007,0
166008,0
166009,1
166010,0
166011,0
166012,0
166013,1
166014,1
166015,1
166016,1
166017,0
166018,1
166019,0
166020,0
166021,1
166022,1
166023,1
166024,0
166025,1
166026,1
166027,0
166028,1
166029,0
166030,0
166031,0
166032,1
166033,1
166034,0
166035,1
166036,0
166037,0
166038,0
166039,0
166040,1
166041,0
166042,0
166043,1
166044,0
166045,1
166046,1
166047,0
166048,0
166049,1
166050,0
166051,1
166052,1
166053,0
166054,0
166055,1
166056,1
166057,0
166058,1
166059,1
166060,0
166061,1
166062,0
166063,0
166064,0
166065,1
166066,0
166067,0
166068,1
166069,1
166070,0
166071,0
166072,1
166073,1
166074,1
166075,1
166076,1
166077,0
166078,1
166079,0
166080,1
166081,1
166082,1
166083,1
166084,1
166085,1
166086,1
166087,1
166088,1
166089,1
166090,0
166091,1
166092,0
166093,1
166094,0
166095,0
166096,1
166097,1
166098,1
166099,0
166100,0
166101,1
166102,1
166103,0
166104,1
166105,1
166106,1
166107,1
166108,0
166109,0
166110,0
166111,0
166112,0
166113,1
166114,1
166115,0
166116,1
166117,0
166118,1
166119,1
166120,0
166121,0
166122,0
166123,0
166124,0
166125,1
166126,1
166127,0
166128,0
166129,1
166130,1
166131,1
166132,1
166133,0
166134,1
166135,1
166136,0
166137,0
166138,1
166139,1
166140,1
166141,1
166142,0
166143,1
166144,0
166145,0
166146,0
166147,0
166148,0
166149,0
166150,0
166151,1
166152,1
166153,0
166154,1
166155,1
166156,1
166157,1
166158,1
166159,1
166160,0
166161,1
166162,1
166163,0
166164,0
166165,1
166166,0
166167,1
166168,1
166169,0
166170,1
166171,0
166172,1
166173,0
166174,0
166175,0
166176,0
166177,1
166178,1
166179,1
166180,0
166181,1
166182,1
166183,0
166184,0
166185,1
166186,1
166187,1
166188,1
166189,1
166190,1
166191,0
166192,1
166193,1
166194,0
166195,1
166196,1
166197,1
166198,1
166199,1
166200,0
166201,1
166202,1
166203,0
166204,1
166205,0
166206,1
166207,0
166208,0
166209,0
166210,0
166211,0
166212,1
166213,0
166214,1
166215,1
166216,1
166217,0
166218,0
166219,0
166220,0
166221,1
166222,1
166223,1
166224,1
166225,1
166226,1
166227,0
166228,0
166229,0
166230,0
166231,1
166232,0
166233,1
166234,0
166235,0
166236,0
166237,0
166238,0
166239,0
166240,0
166241,1
166242,1
166243,1
166244,1
166245,0
166246,0
166247,1
166248,1
166249,1
166250,0
166251,1
166252,1
166253,0
166254,0
166255,0
166256,0
166257,1
166258,0
166259,0
166260,0
166261,0
166262,0
166263,1
166264,0
166265,0
166266,0
166267,1
166268,1
166269,1
166270,1
166271,0
166272,0
166273,1
166274,0
166275,0
166276,0
166277,1
166278,0
166279,1
166280,1
166281,0
166282,1
166283,0
166284,0
166285,0
166286,0
166287,0
166288,0
166289,0
166290,1
166291,0
166292,0
166293,1
166294,0
166295,1
166296,1
166297,1
166298,0
166299,1
166300,0
166301,1
166302,1
166303,1
166304,1
166305,0
166306,1
166307,0
166308,1
166309,1
166310,1
166311,1
166312,0
166313,1
166314,1
166315,0
166316,1
166317,1
166318,1
166319,0
166320,1
166321,0
166322,1
166323,1
166324,1
166325,1
166326,1
166327,0
166328,1
166329,1
166330,1
166331,0
166332,1
166333,1
166334,1
166335,1
166336,0
166337,0
166338,1
166339,0
166340,0
166341,1
166342,1
166343,1
166344,0
166345,1
166346,0
166347,0
166348,1
166349,1
166350,0
166351,1
166352,1
166353,0
166354,1
166355,1
166356,1
166357,1
166358,1
166359,0
166360,1
166361,1
166362,1
166363,1
166364,0
166365,1
166366,0
166367,1
166368,0
166369,1
166370,1
166371,1
166372,1
166373,1
166374,1
166375,0
166376,1
166377,1
166378,1
166379,0
166380,1
166381,0
166382,0
166383,1
166384,1
166385,1
166386,1
166387,1
166388,0
166389,1
166390,1
166391,0
166392,1
166393,0
166394,0
166395,0
166396,0
166397,1
166398,1
166399,1
166400,0
166401,0
166402,0
166403,1
166404,0
166405,0
166406,1
166407,1
166408,0
166409,0
166410,0
166411,1
166412,0
166413,1
166414,1
166415,1
166416,1
166417,1
166418,1
166419,0
166420,0
166421,0
166422,1
166423,0
166424,0
166425,0
166426,0
166427,0
166428,0
166429,0
166430,1
166431,0
166432,0
166433,1
166434,0
166435,1
166436,1
166437,1
166438,0
166439,1
166440,0
166441,0
166442,0
166443,0
166444,1
166445,1
166446,0
166447,1
166448,0
166449,0
166450,1
166451,0
166452,1
166453,0
166454,0
166455,1
166456,0
166457,0
166458,0
166459,1
166460,0
166461,1
166462,1
166463,0
166464,1
166465,1
166466,1
166467,0
166468,0
166469,0
166470,1
166471,0
166472,1
166473,0
166474,1
166475,1
166476,1
166477,1
166478,0
166479,0
166480,0
166481,0
166482,1
166483,0
166484,1
166485,0
166486,0
166487,0
166488,0
166489,0
166490,1
166491,0
166492,1
166493,0
166494,0
166495,1
166496,1
166497,1
166498,0
166499,1
166500,0
166501,1
166502,1
166503,1
166504,1
166505,1
166506,0
166507,0
166508,1
166509,1
166510,0
166511,0
166512,1
166513,0
166514,1
166515,1
166516,1
166517,0
166518,0
166519,0
166520,0
166521,0
166522,1
166523,0
166524,1
166525,0
166526,0
166527,1
166528,1
166529,1
166530,0
166531,1
166532,0
166533,1
166534,1
166535,0
166536,0
166537,1
166538,0
166539,1
166540,0
166541,0
166542,1
166543,0
166544,1
166545,0
166546,1
166547,1
166548,1
166549,0
166550,1
166551,0
166552,0
166553,0
166554,0
166555,0
166556,0
166557,1
166558,1
166559,0
166560,1
166561,1
166562,1
166563,1
166564,1
166565,1
166566,0
166567,0
166568,0
166569,0
166570,1
166571,0
166572,0
166573,0
166574,0
166575,1
166576,1
166577,0
166578,0
166579,0
166580,1
166581,1
166582,0
166583,0
166584,0
166585,0
166586,1
166587,1
166588,0
166589,1
166590,0
166591,0
166592,0
166593,0
166594,0
166595,1
166596,1
166597,1
166598,0
166599,0
166600,1
166601,1
166602,0
166603,0
166604,1
166605,1
166606,0
166607,0
166608,0
166609,0
166610,1
166611,1
166612,1
166613,1
166614,1
166615,1
166616,0
166617,1
166618,0
166619,0
166620,1
166621,1
166622,1
166623,0
166624,0
166625,0
166626,1
166627,1
166628,0
166629,1
166630,0
166631,1
166632,0
166633,0
166634,0
166635,1
166636,0
166637,1
166638,0
166639,0
166640,1
166641,1
166642,1
166643,1
166644,1
166645,1
166646,1
166647,1
166648,0
166649,0
166650,1
166651,1
166652,0
166653,1
166654,1
166655,1
166656,0
166657,1
166658,0
166659,1
166660,0
166661,0
166662,1
166663,0
166664,1
166665,0
166666,0
166667,1
166668,0
166669,0
166670,0
166671,1
166672,1
166673,1
166674,0
166675,1
166676,1
166677,1
166678,0
166679,1
166680,1
166681,1
166682,0
166683,1
166684,1
166685,1
166686,0
166687,1
166688,1
166689,0
166690,1
166691,0
166692,1
166693,0
166694,0
166695,1
166696,1
166697,0
166698,1
166699,1
166700,1
166701,0
166702,0
166703,1
166704,1
166705,0
166706,1
166707,1
166708,1
166709,1
166710,1
166711,0
166712,0
166713,1
166714,0
166715,0
166716,1
166717,0
166718,1
166719,1
166720,1
166721,1
166722,1
166723,0
166724,1
166725,1
166726,1
166727,0
166728,1
166729,1
166730,1
166731,1
166732,1
166733,1
166734,0
166735,1
166736,0
166737,1
166738,1
166739,0
166740,0
166741,0
166742,0
166743,0
166744,0
166745,0
166746,0
166747,0
166748,0
166749,0
166750,0
166751,1
166752,0
166753,1
166754,0
166755,0
166756,0
166757,0
166758,0
166759,1
166760,1
166761,1
166762,1
166763,1
166764,1
166765,0
166766,1
166767,1
166768,1
166769,0
166770,1
166771,1
166772,0
166773,1
166774,1
166775,0
166776,1
166777,0
166778,1
166779,1
166780,0
166781,1
166782,1
166783,1
166784,1
166785,1
166786,1
166787,1
166788,0
166789,0
166790,1
166791,1
166792,1
166793,0
166794,0
166795,1
166796,0
166797,1
166798,1
166799,1
166800,1
166801,0
166802,0
166803,1
166804,1
166805,1
166806,1
166807,0
166808,1
166809,1
166810,0
166811,1
166812,0
166813,0
166814,1
166815,0
166816,1
166817,1
166818,0
166819,1
166820,1
166821,0
166822,0
166823,1
166824,1
166825,0
166826,0
166827,0
166828,0
166829,0
166830,1
166831,0
166832,1
166833,0
166834,0
166835,0
166836,1
166837,1
166838,1
166839,0
166840,1
166841,1
166842,0
166843,1
166844,0
166845,1
166846,0
166847,0
166848,1
166849,1
166850,0
166851,0
166852,0
166853,0
166854,0
166855,0
166856,0
166857,1
166858,0
166859,1
166860,0
166861,1
166862,0
166863,1
166864,0
166865,0
166866,0
166867,1
166868,0
166869,0
166870,1
166871,0
166872,0
166873,0
166874,0
166875,0
166876,0
166877,0
166878,0
166879,0
166880,1
166881,1
166882,0
166883,0
166884,0
166885,0
166886,1
166887,1
166888,1
166889,0
166890,0
166891,1
166892,1
166893,1
166894,0
166895,1
166896,1
166897,1
166898,1
166899,0
166900,1
166901,1
166902,0
166903,1
166904,0
166905,1
166906,1
166907,0
166908,0
166909,0
166910,0
166911,1
166912,0
166913,0
166914,1
166915,0
166916,1
166917,1
166918,1
166919,1
166920,0
166921,0
166922,1
166923,1
166924,0
166925,1
166926,1
166927,0
166928,0
166929,1
166930,1
166931,0
166932,1
166933,0
166934,0
166935,0
166936,1
166937,0
166938,1
166939,1
166940,0
166941,1
166942,1
166943,1
166944,1
166945,0
166946,1
166947,1
166948,1
166949,1
166950,1
166951,0
166952,1
166953,0
166954,1
166955,1
166956,1
166957,1
166958,1
166959,0
166960,0
166961,0
166962,0
166963,0
166964,0
166965,1
166966,1
166967,0
166968,1
166969,1
166970,0
166971,0
166972,1
166973,1
166974,0
166975,0
166976,1
166977,0
166978,0
166979,0
166980,1
166981,1
166982,1
166983,0
166984,1
166985,1
166986,0
166987,1
166988,0
166989,0
166990,0
166991,1
166992,0
166993,0
166994,0
166995,0
166996,1
166997,0
166998,0
166999,1
167000,1
167001,1
167002,0
167003,0
167004,1
167005,0
167006,0
167007,1
167008,1
167009,1
167010,0
167011,0
167012,0
167013,1
167014,0
167015,0
167016,1
167017,0
167018,1
167019,1
167020,0
167021,0
167022,1
167023,1
167024,1
167025,0
167026,1
167027,0
167028,0
167029,0
167030,0
167031,0
167032,0
167033,1
167034,1
167035,0
167036,1
167037,1
167038,1
167039,1
167040,1
167041,0
167042,1
167043,1
167044,1
167045,1
167046,1
167047,0
167048,1
167049,1
167050,1
167051,0
167052,1
167053,0
167054,1
167055,0
167056,1
167057,1
167058,1
167059,0
167060,1
167061,0
167062,0
167063,1
167064,1
167065,0
167066,0
167067,1
167068,0
167069,0
167070,1
167071,1
167072,0
167073,1
167074,0
167075,1
167076,1
167077,0
167078,0
167079,1
167080,1
167081,0
167082,0
167083,1
167084,0
167085,0
167086,1
167087,1
167088,0
167089,1
167090,0
167091,0
167092,1
167093,1
167094,1
167095,0
167096,1
167097,1
167098,0
167099,0
167100,1
167101,0
167102,0
167103,0
167104,0
167105,1
167106,1
167107,1
167108,1
167109,0
167110,1
167111,1
167112,1
167113,1
167114,0
167115,0
167116,1
167117,0
167118,1
167119,0
167120,0
167121,1
167122,1
167123,1
167124,1
167125,0
167126,1
167127,0
167128,1
167129,0
167130,0
167131,1
167132,0
167133,1
167134,1
167135,0
167136,1
167137,0
167138,0
167139,0
167140,1
167141,0
167142,1
167143,1
167144,0
167145,1
167146,0
167147,0
167148,0
167149,0
167150,1
167151,1
167152,1
167153,0
167154,1
167155,0
167156,1
167157,0
167158,0
167159,1
167160,1
167161,1
167162,0
167163,0
167164,1
167165,1
167166,1
167167,0
167168,0
167169,1
167170,0
167171,1
167172,0
167173,0
167174,1
167175,1
167176,0
167177,1
167178,1
167179,1
167180,0
167181,0
167182,0
167183,1
167184,1
167185,1
167186,0
167187,1
167188,0
167189,1
167190,1
167191,0
167192,1
167193,1
167194,1
167195,1
167196,0
167197,0
167198,0
167199,1
167200,1
167201,1
167202,1
167203,1
167204,0
167205,0
167206,1
167207,0
167208,0
167209,1
167210,1
167211,0
167212,0
167213,0
167214,0
167215,1
167216,1
167217,0
167218,0
167219,0
167220,1
167221,0
167222,0
167223,1
167224,0
167225,0
167226,0
167227,1
167228,0
167229,1
167230,0
167231,1
167232,0
167233,1
167234,1
167235,1
167236,1
167237,1
167238,1
167239,1
167240,0
167241,1
167242,1
167243,0
167244,0
167245,0
167246,1
167247,0
167248,1
167249,1
167250,1
167251,0
167252,1
167253,1
167254,1
167255,1
167256,0
167257,0
167258,0
167259,1
167260,0
167261,1
167262,0
167263,1
167264,0
167265,1
167266,0
167267,1
167268,1
167269,0
167270,0
167271,1
167272,0
167273,1
167274,0
167275,0
167276,1
167277,1
167278,0
167279,0
167280,0
167281,0
167282,0
167283,0
167284,1
167285,0
167286,1
167287,0
167288,0
167289,0
167290,1
167291,0
167292,1
167293,0
167294,0
167295,0
167296,0
167297,0
167298,1
167299,1
167300,0
167301,0
167302,0
167303,1
167304,0
167305,1
167306,0
167307,0
167308,1
167309,0
167310,1
167311,0
167312,0
167313,1
167314,0
167315,0
167316,0
167317,0
167318,0
167319,0
167320,1
167321,1
167322,1
167323,0
167324,0
167325,0
167326,0
167327,0
167328,0
167329,1
167330,0
167331,1
167332,0
167333,0
167334,1
167335,0
167336,1
167337,0
167338,0
167339,0
167340,0
167341,1
167342,0
167343,1
167344,0
167345,1
167346,1
167347,0
167348,0
167349,1
167350,1
167351,0
167352,1
167353,0
167354,1
167355,1
167356,1
167357,1
167358,1
167359,1
167360,0
167361,0
167362,0
167363,0
167364,1
167365,0
167366,0
167367,1
167368,0
167369,1
167370,0
167371,1
167372,0
167373,0
167374,0
167375,0
167376,1
167377,0
167378,1
167379,1
167380,1
167381,1
167382,0
167383,0
167384,0
167385,0
167386,0
167387,0
167388,1
167389,0
167390,0
167391,0
167392,0
167393,1
167394,0
167395,1
167396,1
167397,1
167398,1
167399,0
167400,0
167401,1
167402,1
167403,0
167404,1
167405,0
167406,1
167407,1
167408,0
167409,0
167410,1
167411,1
167412,0
167413,1
167414,1
167415,1
167416,1
167417,0
167418,0
167419,0
167420,0
167421,1
167422,1
167423,0
167424,0
167425,0
167426,0
167427,1
167428,0
167429,1
167430,1
167431,1
167432,1
167433,0
167434,0
167435,1
167436,0
167437,0
167438,0
167439,1
167440,0
167441,0
167442,1
167443,1
167444,0
167445,1
167446,0
167447,0
167448,0
167449,1
167450,0
167451,0
167452,1
167453,1
167454,1
167455,0
167456,0
167457,1
167458,0
167459,0
167460,1
167461,0
167462,1
167463,0
167464,0
167465,1
167466,0
167467,0
167468,1
167469,0
167470,0
167471,0
167472,0
167473,1
167474,1
167475,1
167476,1
167477,0
167478,0
167479,0
167480,0
167481,1
167482,1
167483,0
167484,0
167485,0
167486,0
167487,0
167488,1
167489,1
167490,0
167491,1
167492,0
167493,0
167494,1
167495,1
167496,1
167497,1
167498,0
167499,1
167500,0
167501,0
167502,0
167503,1
167504,1
167505,1
167506,1
167507,1
167508,0
167509,1
167510,0
167511,0
167512,0
167513,0
167514,1
167515,1
167516,0
167517,1
167518,0
167519,0
167520,0
167521,1
167522,0
167523,1
167524,0
167525,0
167526,0
167527,1
167528,0
167529,1
167530,1
167531,1
167532,0
167533,1
167534,0
167535,0
167536,0
167537,0
167538,0
167539,1
167540,0
167541,0
167542,0
167543,0
167544,1
167545,0
167546,1
167547,1
167548,1
167549,0
167550,0
167551,1
167552,0
167553,0
167554,1
167555,0
167556,1
167557,0
167558,0
167559,0
167560,0
167561,1
167562,0
167563,1
167564,0
167565,1
167566,0
167567,0
167568,1
167569,0
167570,1
167571,0
167572,0
167573,0
167574,0
167575,0
167576,1
167577,0
167578,1
167579,1
167580,1
167581,0
167582,1
167583,0
167584,0
167585,0
167586,0
167587,0
167588,1
167589,1
167590,0
167591,1
167592,1
167593,0
167594,1
167595,0
167596,0
167597,0
167598,0
167599,0
167600,1
167601,1
167602,0
167603,1
167604,0
167605,1
167606,0
167607,0
167608,0
167609,1
167610,1
167611,1
167612,0
167613,1
167614,0
167615,1
167616,0
167617,0
167618,0
167619,0
167620,0
167621,1
167622,0
167623,1
167624,0
167625,0
167626,0
167627,0
167628,0
167629,0
167630,1
167631,1
167632,1
167633,0
167634,1
167635,0
167636,0
167637,0
167638,1
167639,1
167640,0
167641,0
167642,1
167643,1
167644,0
167645,0
167646,0
167647,0
167648,1
167649,0
167650,0
167651,0
167652,0
167653,0
167654,1
167655,1
167656,1
167657,0
167658,1
167659,1
167660,0
167661,1
167662,0
167663,1
167664,0
167665,0
167666,1
167667,0
167668,0
167669,0
167670,0
167671,1
167672,0
167673,0
167674,1
167675,1
167676,1
167677,1
167678,0
167679,1
167680,0
167681,1
167682,1
167683,0
167684,0
167685,0
167686,0
167687,1
167688,0
167689,1
167690,1
167691,0
167692,0
167693,1
167694,0
167695,1
167696,1
167697,1
167698,0
167699,1
167700,1
167701,0
167702,0
167703,0
167704,0
167705,1
167706,1
167707,0
167708,0
167709,1
167710,1
167711,1
167712,1
167713,1
167714,0
167715,0
167716,0
167717,0
167718,1
167719,1
167720,1
167721,1
167722,0
167723,1
167724,0
167725,1
167726,0
167727,0
167728,1
167729,0
167730,1
167731,0
167732,0
167733,0
167734,1
167735,0
167736,1
167737,1
167738,0
167739,0
167740,0
167741,0
167742,0
167743,1
167744,0
167745,0
167746,1
167747,1
167748,1
167749,1
167750,0
167751,1
167752,0
167753,1
167754,1
167755,1
167756,1
167757,0
167758,1
167759,1
167760,0
167761,1
167762,0
167763,0
167764,0
167765,1
167766,1
167767,0
167768,1
167769,0
167770,0
167771,0
167772,1
167773,0
167774,0
167775,0
167776,1
167777,1
167778,0
167779,1
167780,0
167781,0
167782,1
167783,1
167784,0
167785,1
167786,0
167787,0
167788,1
167789,0
167790,1
167791,1
167792,0
167793,0
167794,1
167795,1
167796,1
167797,1
167798,0
167799,0
167800,0
167801,1
167802,0
167803,1
167804,1
167805,0
167806,0
167807,1
167808,0
167809,1
167810,1
167811,0
167812,1
167813,0
167814,0
167815,1
167816,1
167817,0
167818,1
167819,0
167820,1
167821,0
167822,0
167823,1
167824,0
167825,0
167826,1
167827,0
167828,1
167829,0
167830,0
